carat,cut,color,clarity,depth,table,x,y,z,price
0.32,Ideal,E,VS1,59.9,55.0,4.46,4.49,2.68,758
0.55,Very Good,D,SI2,63.3,56.0,5.24,5.21,3.31,1368
1.08,Ideal,F,SI1,62.7,57.0,6.52,6.49,4.08,5327
1.19,Premium,I,SI2,61.6,56.0,6.87,6.83,4.22,4438
0.27,Ideal,E,VVS1,62.3,56.0,4.17,4.15,2.59,799
0.71,Ideal,F,VS2,62.2,56.0,5.74,5.71,3.56,2915
0.5,Premium,E,SI1,62.4,60.0,4.98,4.96,3.1,1238
1.02,Very Good,H,VS2,60.2,62.0,6.46,6.54,3.91,5335
0.51,Ideal,G,VVS2,61.9,55.0,5.15,5.19,3.2,1875
0.7,Premium,F,VVS1,62.4,56.0,5.69,5.63,3.53,3300
1.51,Very Good,F,VS1,58.9,60.0,7.46,7.54,4.42,14481
0.71,Good,J,VS2,63.8,58.0,5.61,5.58,3.57,1774
0.31,Ideal,E,VVS1,59.7,60.0,4.41,4.43,2.64,853
0.32,Premium,G,VVS2,61.7,59.0,4.37,4.41,2.71,730
0.9,Good,F,VS1,62.8,57.0,6.04,6.1,3.81,4770
0.54,Ideal,G,VS1,60.7,57.0,5.29,5.26,3.2,2274
1.21,Ideal,H,SI1,62.7,56.0,6.81,6.78,4.26,4249
1.2,Premium,E,SI1,61.8,56.0,6.82,6.75,4.19,6653
0.55,Premium,F,VS2,62.2,58.0,5.26,5.22,3.26,1698
2.06,Premium,G,SI1,61.5,58.0,8.2,8.15,5.03,18439
0.38,Ideal,E,VS1,61.6,56.0,4.66,4.62,2.86,1069
0.5,Very Good,G,SI1,60.8,63.0,5.08,5.11,3.1,1171
0.55,Ideal,D,VVS2,61.6,56.0,5.23,5.29,3.24,2720
0.75,Premium,J,VS1,61.6,57.0,5.88,5.84,3.61,1998
0.8,Ideal,I,VVS1,61.7,56.0,5.98,5.92,3.67,3181
0.59,Very Good,F,VVS2,63.5,59.0,5.28,5.3,3.36,2302
2.07,Very Good,H,SI1,59.8,58.0,8.23,8.26,4.93,17019
0.42,Premium,E,VS2,61.0,60.0,4.85,4.82,2.95,1024
0.5,Ideal,E,VVS2,62.2,54.0,5.09,5.11,3.17,2889
0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,1012
0.32,Ideal,D,VS2,61.8,55.0,4.41,4.43,2.73,657
1.59,Ideal,G,VVS2,60.6,59.0,7.53,7.59,4.58,15843
0.4,Very Good,D,VS1,62.9,55.0,4.73,4.77,2.99,1004
1.21,Good,H,SI1,63.8,64.0,6.72,6.63,4.26,5407
1.59,Ideal,F,VS1,62.9,57.0,7.38,7.48,4.62,17366
0.33,Ideal,H,VVS2,60.9,57.0,4.48,4.52,2.74,666
0.35,Premium,G,IF,,60.0,4.54,4.57,2.76,1044
1.58,Premium,G,VS2,62.6,59.0,7.44,7.47,4.67,13014
0.35,Ideal,F,VS2,61.4,54.0,4.58,4.54,2.8,906
0.81,Ideal,F,VS1,61.8,55.0,5.97,6.03,3.71,4270
0.34,Ideal,E,VS1,62.8,56.0,4.46,4.49,2.81,702
1.08,Very Good,G,SI1,60.6,58.0,6.58,6.73,4.03,4906
1.0,Ideal,G,VS2,62.3,56.0,6.43,6.32,3.97,5887
0.55,Premium,E,VS2,61.4,57.0,5.29,5.27,3.24,1881
0.3,Premium,F,SI2,62.2,58.0,4.33,4.22,2.66,506
2.01,Premium,I,VS2,62.1,59.0,8.06,7.98,4.98,15520
0.31,Ideal,E,VS1,61.3,55.0,4.36,4.38,2.68,692
0.42,Ideal,F,VS1,60.9,57.0,4.88,4.84,2.96,1103
0.33,Ideal,E,VS2,61.7,55.0,4.45,4.47,2.75,792
0.54,Ideal,F,SI1,59.8,57.0,5.31,5.29,3.17,1369
0.7,Very Good,G,VVS2,61.0,59.0,5.67,5.7,3.47,3039
0.72,Ideal,E,VS1,61.9,55.0,5.74,5.77,3.56,3283
0.51,Ideal,E,SI1,61.5,54.0,5.15,5.19,3.18,1356
0.42,Ideal,G,VS1,62.0,55.0,4.83,4.78,2.98,984
2.0,Very Good,H,SI2,,56.0,7.98,8.09,5.03,15446
1.52,Fair,D,SI2,56.3,61.0,7.7,7.62,4.31,7702
0.73,Ideal,E,VS2,62.4,57.0,5.75,5.79,3.6,3201
0.34,Premium,H,VVS2,61.4,58.0,4.5,4.46,2.75,880
2.0,Ideal,H,SI1,61.8,57.0,8.1,8.15,5.02,18062
0.32,Very Good,D,VS2,61.8,57.0,4.35,4.36,2.69,758
1.01,Good,G,VS1,63.7,56.0,6.37,6.29,4.03,6529
0.32,Ideal,E,VS1,61.9,56.0,4.42,4.47,2.75,707
1.2,Premium,H,SI1,,60.0,6.9,6.85,4.18,6282
1.07,Very Good,G,SI2,62.9,59.0,6.51,6.58,4.12,4321
0.38,Ideal,E,VVS1,61.5,56.0,4.67,4.7,2.88,1154
0.91,Ideal,D,VS2,,57.0,6.26,6.32,3.83,6444
0.9,Good,E,SI1,63.9,55.0,6.08,6.13,3.9,4463
1.22,Premium,I,VS1,61.1,58.0,6.84,6.91,4.2,6012
1.17,Good,D,SI2,60.4,65.0,6.81,6.77,4.1,5567
1.31,Premium,H,VS2,61.4,59.0,7.01,6.96,4.29,7550
0.34,Ideal,G,VS2,62.7,55.0,4.49,4.48,2.81,765
0.24,Very Good,F,VS2,61.9,59.0,3.98,4.0,2.47,419
1.31,Ideal,G,VVS2,59.2,59.0,7.12,7.18,4.23,11459
2.04,Premium,H,SI2,62.7,56.0,8.12,8.06,5.07,15760
0.31,Ideal,E,VS2,62.0,55.0,4.33,4.35,2.69,680
0.54,Ideal,E,SI1,62.1,56.0,5.24,5.19,3.24,1637
1.21,Very Good,H,SI1,63.5,58.0,6.73,6.63,4.24,4944
0.73,Premium,I,VVS2,61.5,58.0,5.78,5.73,3.54,2519
0.9,Very Good,F,VS2,63.4,57.0,6.19,6.08,3.89,4637
1.04,Premium,I,SI2,61.3,59.0,6.5,6.46,3.97,4141
0.32,Very Good,F,SI2,63.5,56.0,4.37,4.35,2.77,540
1.1,Ideal,I,VS1,61.7,57.0,6.65,6.62,4.09,5544
0.32,Ideal,D,VS2,61.1,56.0,4.41,4.39,2.69,972
0.33,Premium,G,VS2,62.6,58.0,4.4,4.36,2.74,743
1.0,Ideal,G,VS1,62.2,56.0,6.35,6.41,3.97,6349
0.42,Very Good,D,SI2,62.9,55.0,4.78,4.82,3.02,656
1.14,Premium,F,SI1,61.1,59.0,6.7,6.75,4.11,5925
0.33,Premium,E,VS2,60.7,58.0,4.47,4.49,2.72,723
0.71,Ideal,E,VS2,62.0,55.0,5.72,5.77,3.56,3421
0.32,Ideal,F,SI1,61.3,55.0,4.44,4.47,2.73,491
0.71,Ideal,F,SI1,61.5,56.0,5.76,5.69,3.52,2633
0.71,Ideal,G,VS2,61.6,55.0,5.74,5.78,3.55,2537
0.4,Very Good,E,VS2,59.4,58.0,4.78,4.82,2.85,770
1.53,Very Good,F,SI1,58.5,59.0,7.55,7.62,4.44,11713
0.71,Good,I,SI1,62.6,63.0,5.54,5.61,3.49,1788
1.17,Ideal,J,SI1,,55.0,6.74,6.77,4.21,4883
0.63,Ideal,G,SI1,,58.0,5.44,5.48,3.4,1711
1.2,Very Good,D,SI1,62.6,59.0,6.71,6.75,4.21,7909
1.2,Premium,J,VS2,60.8,60.0,6.85,6.89,4.18,4839
1.0,Premium,F,VVS2,61.3,55.0,6.44,6.41,3.94,8602
1.5,Very Good,H,VS1,63.4,56.0,7.29,7.25,4.61,10584
0.3,Very Good,D,VS2,62.5,59.0,4.23,4.28,2.66,710
1.0,Ideal,F,VS1,61.7,55.0,6.42,6.39,3.95,7056
1.03,Ideal,G,SI2,62.3,59.0,6.44,6.46,4.02,4928
0.34,Ideal,I,IF,61.6,54.0,4.5,4.53,2.78,695
0.3,Good,H,VVS2,63.4,57.0,4.21,4.24,2.68,605
0.5,Ideal,G,VVS2,61.4,57.0,5.1,5.13,3.14,1838
0.7,Very Good,G,VS2,61.9,55.0,5.63,5.71,3.51,2507
1.15,Very Good,E,SI2,60.0,59.0,6.78,6.82,4.08,5257
0.41,Good,E,SI1,63.9,58.0,4.7,4.72,3.01,755
0.63,Premium,E,VVS1,60.9,60.0,5.52,5.55,3.37,2765
0.41,Ideal,D,SI1,63.0,53.0,4.74,4.79,3.0,744
1.28,Ideal,H,SI2,61.8,57.0,7.0,6.97,4.32,5676
0.41,Very Good,D,SI1,63.4,56.0,4.76,4.73,3.01,907
0.28,Very Good,H,VVS1,59.9,62.0,4.23,4.28,2.55,504
1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,5813
0.7,Ideal,D,VS1,61.9,57.0,5.69,5.72,3.53,3093
0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,724
1.01,Good,F,SI1,64.2,58.0,6.33,6.31,4.06,4276
0.35,Ideal,E,VS2,62.0,55.0,4.52,4.54,2.81,767
1.15,Premium,H,SI2,62.0,58.0,6.7,6.66,4.14,4830
2.29,Premium,H,SI2,62.5,58.0,8.43,8.37,5.25,17666
0.25,Very Good,E,VVS2,62.2,61.0,3.98,4.03,2.49,548
0.33,Premium,G,VS1,62.8,58.0,4.41,4.38,2.76,854
0.9,Premium,E,VS1,60.1,56.0,6.38,6.3,3.81,5242
0.96,Premium,I,VS2,60.6,60.0,6.47,6.4,3.9,3808
0.71,Ideal,H,VS1,60.9,58.0,5.74,5.79,3.51,2590
2.06,Premium,I,SI1,60.9,61.0,8.32,8.16,4.99,14488
0.56,Ideal,H,IF,61.3,56.0,5.32,5.35,3.27,2135
1.1,Premium,F,SI2,62.6,57.0,6.6,6.56,4.12,4832
0.81,Premium,F,SI1,61.3,60.0,6.0,5.94,3.66,2926
0.32,Ideal,D,VS2,62.7,57.0,4.44,4.4,2.77,972
0.9,Ideal,G,VS2,62.7,56.0,6.25,6.15,3.89,4133
0.7,Good,I,VS1,63.2,55.0,5.58,5.63,3.54,2274
1.55,Very Good,I,SI1,62.0,62.0,7.33,7.47,4.59,8644
0.7,Premium,F,SI1,,59.0,5.73,5.69,3.55,2423
1.25,Ideal,J,VS2,62.6,54.0,6.94,6.9,4.33,5067
1.69,Very Good,E,VS2,,58.0,7.52,7.6,4.74,17803
0.31,Very Good,G,VS1,63.3,57.0,4.31,4.28,2.72,749
0.31,Ideal,D,SI1,61.7,57.0,4.34,4.38,2.69,571
1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,10419
0.51,Very Good,G,SI2,63.2,57.0,5.07,5.03,3.19,1100
1.51,Ideal,I,VS2,62.6,56.0,7.32,7.27,4.57,9234
0.3,Premium,F,SI1,60.9,60.0,4.33,4.37,2.65,500
0.3,Premium,F,IF,61.6,58.0,4.32,4.35,2.67,947
0.74,Very Good,G,VS1,60.9,59.0,5.9,5.86,3.58,3389
0.39,Very Good,E,VS1,60.0,59.0,4.76,4.8,2.87,900
0.51,Very Good,D,SI1,60.4,61.0,5.09,5.14,3.09,1425
0.34,Very Good,D,SI1,59.8,61.0,4.5,4.53,2.7,626
0.56,Ideal,G,SI1,62.5,57.0,5.26,5.23,3.28,1345
0.34,Ideal,G,SI1,61.5,55.0,4.49,4.52,2.77,540
0.31,Premium,F,VS2,62.0,58.0,4.37,4.31,2.69,802
2.19,Ideal,H,SI2,62.0,56.0,8.36,8.48,5.22,17433
0.3,Ideal,E,VS1,61.3,58.0,4.29,4.32,2.64,694
1.02,Ideal,E,SI2,62.9,57.0,6.44,6.38,4.03,4798
1.07,Ideal,E,SI2,62.4,57.0,6.55,6.52,4.08,4698
0.63,Ideal,G,VS2,61.9,58.0,5.48,5.51,3.4,2320
1.67,Premium,H,SI1,59.4,61.0,7.78,7.73,4.61,11248
0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,984
2.18,Very Good,E,I1,62.0,60.0,8.25,8.33,5.14,10340
0.37,Very Good,F,VS1,58.6,65.0,4.68,4.71,2.75,863
1.1,Ideal,H,VVS2,62.0,56.0,6.59,6.63,4.1,7267
0.36,Premium,F,SI1,61.6,60.0,4.61,4.54,2.82,770
2.05,Good,G,I1,56.9,58.0,8.46,8.3,4.77,7026
0.51,Ideal,H,SI2,61.9,54.0,5.13,5.15,3.18,983
0.54,Ideal,D,SI1,62.4,57.0,5.23,5.19,3.25,1786
0.72,Ideal,D,VS2,62.0,54.8,5.73,5.76,3.56,3543
0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,579
1.5,Very Good,F,SI1,63.4,58.0,7.2,7.16,4.55,10962
0.33,Ideal,D,VS2,62.1,56.0,4.44,4.48,2.77,781
1.04,Premium,F,VS1,59.4,60.0,6.56,6.58,3.9,7495
0.23,Very Good,E,VVS2,62.5,55.0,3.94,3.96,2.47,505
0.8,Ideal,I,SI1,62.6,56.1,5.87,5.92,3.7,2677
1.01,Ideal,E,SI2,62.1,56.0,6.39,6.43,3.98,4355
0.38,Very Good,G,VS1,61.9,56.0,4.63,4.68,2.88,833
0.3,Ideal,G,IF,60.7,57.0,4.34,4.39,2.65,863
0.3,Ideal,F,VVS1,61.8,57.0,4.3,4.34,2.67,814
0.32,Ideal,E,VS2,61.6,56.0,4.4,4.43,2.72,637
0.36,Premium,G,VS1,61.7,59.0,4.55,4.59,2.82,726
0.32,Ideal,E,VVS2,60.9,55.0,4.41,4.43,2.69,837
1.52,Premium,E,VS1,59.9,60.0,7.47,7.39,4.45,16779
0.32,Very Good,I,VS2,63.0,56.0,4.38,4.42,2.77,449
0.31,Ideal,G,IF,62.1,54.0,4.38,4.41,2.73,891
1.0,Premium,F,VVS1,62.6,58.0,6.45,6.33,4.0,8736
0.9,Premium,H,SI2,62.4,61.0,6.11,6.03,3.79,3105
0.73,Good,E,SI2,63.3,57.0,5.69,5.72,3.61,2388
1.0,Good,H,SI2,,58.0,6.31,6.33,3.96,4125
1.52,Very Good,I,VS2,62.3,58.0,7.32,7.28,4.55,10051
0.52,Good,G,SI1,64.3,61.0,5.01,4.97,3.21,1147
0.5,Very Good,F,VS2,61.5,61.0,5.09,5.12,3.14,1436
0.41,Ideal,F,VVS1,61.2,57.0,4.79,4.85,2.95,1205
0.33,Ideal,F,VVS1,61.9,55.0,4.44,4.42,2.74,1021
1.26,Ideal,I,SI1,62.6,57.0,6.89,6.92,4.32,6597
1.0,Premium,D,SI1,62.2,58.0,6.45,6.34,3.98,5723
0.41,Very Good,D,SI1,63.1,59.0,4.71,4.7,2.97,1015
0.51,Premium,F,VS1,61.4,58.0,5.18,5.15,3.17,1836
0.4,Very Good,E,SI1,62.8,59.0,4.67,4.7,2.94,707
0.51,Good,F,SI1,64.0,57.0,5.01,5.06,3.22,1186
1.07,Premium,E,SI2,60.5,59.0,6.59,6.67,4.01,4284
0.79,Premium,H,SI1,60.1,60.0,6.04,5.98,3.61,2498
0.32,Ideal,H,VS2,61.2,55.0,4.41,4.45,2.71,523
0.92,Ideal,J,SI1,61.7,57.0,6.21,6.26,3.85,3181
0.58,Ideal,I,VVS1,62.3,53.0,5.38,5.4,3.36,1580
0.42,Premium,G,VS2,62.0,58.0,4.81,4.77,2.97,1087
0.3,Ideal,G,VVS1,61.7,57.0,4.31,4.34,2.67,684
1.21,Premium,E,SI2,61.9,60.0,6.78,6.73,4.18,6071
1.05,Good,D,SI1,63.7,59.0,6.42,6.38,4.08,6174
0.41,Ideal,F,VS2,,57.0,4.78,4.73,2.98,1107
0.51,Ideal,F,VS1,61.6,55.0,5.14,5.18,3.18,1870
0.31,Premium,I,SI1,,59.0,4.32,4.29,2.68,523
0.93,Premium,H,SI1,62.8,58.0,6.24,6.21,3.91,3646
2.3,Good,I,SI2,63.8,55.0,8.4,8.35,5.34,12944
1.27,Ideal,I,I1,62.3,56.0,6.91,6.86,4.29,3328
0.41,Good,F,SI1,63.3,58.0,4.71,4.74,2.99,705
0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,1273
0.38,Good,E,SI1,58.9,58.0,4.73,4.77,2.8,680
1.25,Premium,H,SI1,60.7,58.0,7.04,6.99,4.26,5027
0.31,Ideal,F,VVS2,61.2,56.0,4.39,4.37,2.68,977
0.32,Good,E,SI1,63.1,56.0,4.34,4.37,2.75,524
1.07,Ideal,J,SI1,62.0,56.0,6.53,6.57,4.06,4235
1.82,Fair,H,I1,67.3,58.0,7.5,7.47,5.04,5993
0.31,Ideal,G,IF,61.0,56.0,4.38,4.37,2.67,988
1.01,Ideal,H,SI1,62.6,55.0,6.44,6.38,4.01,4965
2.03,Fair,F,SI1,65.4,58.0,7.9,7.84,5.15,16280
1.15,Premium,D,SI1,61.7,58.0,6.76,6.69,4.15,6041
0.63,Ideal,D,VS2,61.5,54.0,5.54,5.58,3.42,2013
0.54,Premium,H,VS1,62.4,55.0,5.25,5.2,3.26,1637
0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,705
0.3,Ideal,H,SI1,61.9,54.0,4.31,4.34,2.68,514
0.31,Ideal,F,VS2,61.6,56.0,4.38,4.35,2.69,749
0.7,Very Good,E,VS2,60.2,62.0,5.71,5.75,3.45,2843
0.37,Premium,G,VS2,61.3,60.0,4.6,4.63,2.83,649
2.2,Ideal,I,SI2,62.2,56.0,8.33,8.29,5.17,13512
1.21,Very Good,H,SI1,62.8,56.0,6.8,6.83,4.28,6022
0.26,Very Good,G,VVS2,62.3,56.0,4.07,4.09,2.54,486
0.41,Good,F,SI1,63.7,58.0,4.74,4.71,3.01,904
0.9,Very Good,D,SI1,60.9,57.0,6.22,6.26,3.8,4438
1.03,Good,H,SI1,63.1,56.0,6.35,6.39,4.02,4326
0.42,Ideal,E,VS2,62.2,55.0,4.79,4.83,2.99,958
0.34,Premium,F,SI2,63.0,58.0,4.47,4.45,2.81,574
0.31,Ideal,D,SI1,62.3,54.0,4.33,4.37,2.71,571
0.43,Good,D,SI2,63.3,57.0,4.79,4.82,3.04,669
1.01,Very Good,J,SI2,,59.0,6.34,6.38,3.94,3592
2.0,Ideal,F,SI2,62.0,57.0,8.03,8.1,5.0,17710
0.56,Ideal,H,VVS1,62.1,53.8,5.27,5.33,3.29,1961
2.42,Premium,J,SI2,58.5,59.0,8.85,8.82,5.17,16198
1.04,Very Good,D,VVS2,58.3,61.0,6.63,6.69,3.88,9254
1.51,Ideal,D,VS2,62.1,58.0,7.32,7.34,4.55,15821
0.41,Ideal,H,VVS1,62.2,57.0,4.74,4.78,2.96,1043
0.24,Very Good,G,VVS1,62.3,59.0,3.92,3.95,2.45,432
0.3,Very Good,E,VVS2,62.4,57.0,4.28,4.31,2.68,759
0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,2898
2.11,Very Good,D,SI2,60.9,60.0,8.21,8.28,5.02,18407
1.59,Very Good,I,VS2,60.5,63.0,7.52,7.45,4.53,10106
0.3,Premium,G,VVS2,61.2,58.0,4.32,4.34,2.65,684
1.2,Premium,H,VS2,62.4,59.0,6.73,6.69,4.19,6416
2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,15375
1.01,Ideal,H,VS1,62.6,57.0,6.37,6.4,4.0,5777
0.39,Ideal,G,VS1,62.2,54.3,4.66,4.69,2.91,853
0.32,Ideal,I,VVS1,62.2,53.0,4.42,4.45,2.76,575
0.53,Ideal,J,SI2,61.9,54.0,5.2,5.23,3.23,856
0.57,Ideal,F,VVS1,62.5,56.0,5.27,5.32,3.31,2682
0.52,Very Good,H,SI1,62.6,59.0,5.06,5.13,3.19,1161
0.9,Very Good,D,VS1,63.0,58.0,6.11,6.14,3.86,5547
0.51,Very Good,E,SI1,61.2,61.0,5.13,5.16,3.15,1304
1.21,Ideal,H,VVS1,62.8,55.0,6.78,6.82,4.27,8286
1.01,Very Good,D,VS2,62.2,61.0,6.37,6.43,3.98,6905
0.51,Very Good,J,VS2,61.6,58.0,5.09,5.14,3.15,1008
1.11,Very Good,G,VS2,60.8,58.0,6.65,6.7,4.06,6593
1.93,Fair,F,VS1,58.9,62.0,8.17,7.97,4.75,17995
0.3,Premium,G,VVS1,60.7,58.0,4.36,4.34,2.64,1013
0.98,Good,H,SI2,57.9,56.0,6.51,6.47,3.76,2898
0.52,Ideal,G,VS2,62.0,55.0,5.16,5.19,3.21,2255
0.7,Very Good,I,VS2,60.1,57.0,5.79,5.82,3.49,2316
1.21,Premium,J,VS1,,60.0,6.99,6.9,4.13,5556
0.5,Ideal,F,VS2,62.9,55.0,5.12,5.08,3.21,1736
1.21,Very Good,F,VS2,60.1,55.0,6.91,7.01,4.18,8711
0.31,Good,G,VVS1,63.5,57.0,4.3,4.33,2.74,816
0.38,Ideal,D,VS1,62.4,56.0,4.68,4.64,2.91,1170
1.12,Premium,H,SI2,61.9,58.0,6.66,6.74,4.15,4620
0.78,Ideal,J,VS1,61.4,57.0,5.9,5.93,3.63,2426
0.24,Ideal,F,VVS2,61.5,56.0,3.99,4.01,2.46,540
0.3,Ideal,G,IF,61.6,56.0,4.34,4.36,2.68,863
0.37,Premium,D,VS1,61.9,58.0,4.56,4.62,2.84,941
1.28,Very Good,H,SI2,60.2,58.0,7.03,7.13,4.26,5984
0.5,Good,E,VS1,61.0,61.0,5.07,5.12,3.11,1714
0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,1719
0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,1286
1.59,Ideal,I,VS2,61.7,57.0,7.47,7.52,4.62,10752
0.95,Very Good,J,VS1,62.4,57.0,6.25,6.29,3.91,3365
1.16,Ideal,G,VVS1,60.5,57.0,6.78,6.83,4.12,9075
0.71,Ideal,E,SI1,62.0,56.0,5.72,5.77,3.56,2308
0.4,Ideal,G,IF,61.9,56.0,4.7,4.76,2.93,1570
1.01,Very Good,D,IF,63.3,55.0,6.36,6.28,4.0,12581
0.3,Ideal,G,VVS1,62.3,54.0,4.33,4.31,2.69,1013
0.9,Fair,I,VS2,64.1,66.0,6.04,5.98,3.85,2921
0.3,Premium,E,SI1,59.5,58.0,4.39,4.42,2.62,526
0.41,Very Good,E,SI2,61.9,55.0,4.77,4.8,2.96,683
0.61,Good,F,VS1,60.6,60.3,5.46,5.51,3.32,2120
0.5,Premium,F,SI1,62.5,59.0,5.03,4.99,3.13,1409
0.58,Very Good,G,SI1,61.9,56.0,5.35,5.39,3.32,1379
1.52,Premium,H,VS1,58.4,59.0,7.55,7.52,4.4,11853
0.3,Good,D,SI2,63.3,57.0,4.26,4.3,2.71,447
0.71,Premium,F,SI1,62.3,60.0,5.68,5.65,3.53,2458
0.7,Premium,F,VVS2,62.2,56.0,5.72,5.63,3.53,3018
0.62,Premium,G,SI1,59.3,58.0,5.6,5.56,3.31,1253
0.35,Ideal,H,VVS2,62.5,57.0,4.48,4.54,2.82,706
1.01,Ideal,H,SI1,61.2,57.0,6.42,6.47,3.95,5387
0.31,Very Good,G,SI1,61.5,59.0,4.34,4.38,2.68,462
1.01,Premium,F,SI2,62.7,58.0,6.38,6.32,3.98,3733
0.4,Very Good,F,IF,62.8,57.0,4.65,4.68,2.93,1404
0.41,Ideal,I,VS1,60.9,53.0,4.85,4.8,2.94,969
0.74,Very Good,H,SI2,62.8,59.0,5.72,5.77,3.61,2198
0.55,Ideal,F,SI1,61.8,55.0,5.27,5.22,3.24,1415
1.21,Ideal,H,VS2,62.4,59.0,6.81,6.79,4.24,7236
1.01,Premium,D,SI1,62.0,60.0,6.37,6.4,3.96,6066
0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,571
0.4,Premium,E,VS1,62.4,54.0,4.75,4.71,2.95,1125
0.55,Very Good,F,VS2,62.5,56.0,5.23,5.27,3.28,1625
0.56,Ideal,H,VS1,62.8,56.0,5.28,5.23,3.3,1698
0.53,Ideal,E,VS2,60.0,57.0,5.3,5.24,3.16,1813
1.01,Very Good,E,VS2,61.7,56.0,6.41,6.45,3.97,5777
1.01,Good,G,SI1,63.7,60.0,6.32,6.28,4.01,5113
0.32,Very Good,I,VVS2,63.0,57.0,4.33,4.37,2.74,561
0.51,Very Good,E,SI1,62.9,57.0,5.06,5.11,3.2,1304
1.2,Very Good,J,VS1,,59.0,6.67,6.72,4.26,5257
0.55,Ideal,E,VS1,61.2,57.0,5.3,5.28,3.24,2107
0.28,Very Good,H,VVS2,62.7,54.0,4.16,4.19,2.61,522
0.51,Ideal,E,SI1,61.5,57.0,5.11,5.16,3.16,1682
0.39,Very Good,F,VVS2,61.7,56.0,4.7,4.74,2.91,965
0.7,Ideal,E,VS2,62.8,57.0,5.71,5.62,3.56,2697
1.01,Ideal,G,VVS2,62.0,58.0,6.36,6.39,3.95,7597
1.1,Ideal,G,SI2,62.1,58.0,6.61,6.63,4.11,5361
0.33,Premium,I,VVS2,61.5,58.0,4.45,4.43,2.73,743
0.41,Premium,G,SI1,59.1,58.0,4.83,4.88,2.87,719
1.01,Very Good,G,SI2,63.0,58.0,6.29,6.34,3.98,3966
0.54,Good,E,SI1,59.9,63.0,5.25,5.3,3.16,1601
0.96,Fair,G,SI2,72.2,56.0,6.01,5.81,4.28,2438
1.02,Very Good,H,VS2,63.3,55.0,6.4,6.33,4.03,4604
0.9,Ideal,E,SI1,60.1,56.0,6.3,6.35,3.8,4034
1.07,Good,E,SI2,60.0,62.0,6.57,6.62,3.96,4453
0.49,Ideal,D,VS1,62.3,55.0,5.03,5.05,3.14,1934
0.55,Ideal,D,VS2,61.7,57.0,5.21,5.26,3.23,1848
2.25,Premium,D,SI2,60.4,59.0,8.54,8.48,5.13,18007
0.45,Good,F,VS1,60.1,61.8,4.96,4.98,2.99,1262
0.42,Ideal,G,VVS2,60.6,56.0,4.86,4.88,2.95,933
0.3,Good,G,VS1,,58.0,4.23,4.25,2.69,605
0.58,Very Good,E,SI1,63.1,56.0,5.36,5.32,3.37,1641
0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,842
0.72,Premium,E,VS2,62.5,59.0,5.73,5.7,3.57,3024
0.9,Good,G,SI2,58.4,55.0,6.34,6.39,3.72,3269
2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,13278
0.52,Very Good,H,VS1,61.7,55.0,5.15,5.17,3.19,1659
0.4,Ideal,D,SI1,61.3,57.0,4.74,4.79,2.92,726
0.63,Premium,F,VS2,61.0,61.0,5.6,5.49,3.38,2211
0.46,Ideal,I,VS2,62.2,54.7,4.95,4.97,3.09,893
1.51,Ideal,G,VS2,59.8,57.0,7.48,7.53,4.48,13214
1.02,Ideal,F,VS1,61.2,57.0,6.45,6.52,3.98,8024
0.41,Premium,G,SI1,62.5,58.0,4.78,4.75,2.98,923
2.05,Fair,I,VS1,67.7,58.0,7.74,7.68,5.22,17408
2.06,Good,H,SI2,63.7,57.0,8.12,8.03,5.14,16512
0.32,Good,I,SI2,63.4,56.0,4.34,4.37,2.76,374
0.94,Premium,D,VS1,62.3,58.0,6.34,6.28,3.93,5980
0.51,Ideal,D,SI2,61.9,56.0,5.15,5.1,3.17,1359
1.2,Good,H,VS2,63.3,59.0,6.74,6.78,4.28,6710
1.11,Premium,H,VS2,62.0,59.0,6.66,6.59,4.11,5395
0.53,Premium,H,SI1,60.9,60.0,5.26,5.19,3.18,1193
0.41,Premium,E,SI2,62.1,58.0,4.77,4.73,2.95,876
1.0,Premium,F,SI1,62.7,59.0,6.36,6.4,4.0,5197
0.74,Ideal,G,VS2,62.9,54.0,5.81,5.78,3.64,2723
0.3,Very Good,H,SI1,,63.0,4.4,4.35,2.6,540
1.07,Premium,D,SI1,63.0,57.0,6.57,6.47,4.11,6124
2.01,Good,I,VS1,62.5,56.0,7.96,8.0,4.99,17365
0.91,Very Good,D,SI1,63.5,56.0,6.13,6.18,3.91,4389
0.36,Ideal,F,VVS2,62.4,55.0,4.54,4.57,2.84,896
